"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"201010_s_at"	8.29987802060892e-08	3.46112883163939e-10	1241.84472661136	"TXNIP"	"thioredoxin interacting protein"
"202994_s_at"	8.36108086953928e-08	3.50194333630452e-10	1237.95965665568	"FBLN1"	"fibulin 1"
"201765_s_at"	8.65126063218325e-08	3.64817211565608e-10	1224.49742293689	"HEXA"	"hexosaminidase subunit alpha"
"228310_at"	8.65126063218325e-08	3.65512794885109e-10	1223.87413682226	"ENAH"	"enabled homolog (Drosophila)"
"200632_s_at"	8.68339981369074e-08	3.68458848975995e-10	1221.25084614259	"NDRG1"	"N-myc downstream regulated 1"
"212838_at"	8.70617251742358e-08	3.71017502800127e-10	1218.9939755316	"DNMBP"	"dynamin binding protein"
"209191_at"	8.84929923269623e-08	3.79692192809299e-10	1211.48670906916	"TUBB6"	"tubulin beta 6 class V"
"229546_at"	8.84929923269623e-08	3.83667092331576e-10	1208.11894880079	"LOC653602///FAM84A"	"uncharacterized LOC653602///family with sequence similarity 84 member A"
"222242_s_at"	8.84929923269623e-08	3.83715188484606e-10	1208.07846990535	"KLK5"	"kallikrein related peptidase 5"
"211668_s_at"	8.84929923269623e-08	3.85182328477507e-10	1206.84676789944	"PLAU"	"plasminogen activator, urokinase"
"201417_at"	8.84929923269623e-08	3.85209550504198e-10	1206.82397047128	"SOX4"	"SRY-box 4"
"206385_s_at"	9.09513592513096e-08	3.97574300156616e-10	1196.67491275249	"ANK3"	"ankyrin 3, node of Ranvier (ankyrin G)"
"228245_s_at"	9.14016783254665e-08	4.03784637606041e-10	1191.72705818346	"LOC100509445///LOC728715///OVOS///OVOS2"	"uncharacterized LOC100509445///ovostatin homolog 2///ovostatin///ovostatin 2"
"203510_at"	9.14016783254665e-08	4.03942644177339e-10	1191.60243159733	"MET"	"MET proto-oncogene, receptor tyrosine kinase"
"216594_x_at"	9.14016783254665e-08	4.04557954362376e-10	1191.11769765854	"AKR1C1"	"aldo-keto reductase family 1 member C1"
"216905_s_at"	9.2145490940656e-08	4.10280239630978e-10	1186.6540047336	"ST14"	"suppression of tumorigenicity 14"
"235146_at"	9.2145490940656e-08	4.13059432963977e-10	1184.51443297576	"TMCC3"	"transmembrane and coiled-coil domain family 3"
"234710_s_at"	9.2145490940656e-08	4.144302349013e-10	1183.46581904774	"PARP6"	"poly(ADP-ribose) polymerase family member 6"
"217028_at"	9.2145490940656e-08	4.14591509307753e-10	1183.34273879124	"CXCR4"	"C-X-C motif chemokine receptor 4"
"212830_at"	9.25988282367899e-08	4.18324839039545e-10	1180.51039740839	"MEGF9"	"multiple EGF like domains 9"
"202995_s_at"	9.30873511031428e-08	4.26870907018206e-10	1174.14562213303	"FBLN1"	"fibulin 1"
"225864_at"	9.30873511031428e-08	4.27106760497522e-10	1173.97226076162	"FAM84B"	"family with sequence similarity 84 member B"
"213122_at"	9.30873511031428e-08	4.29110424034825e-10	1172.50436422669	"TSPYL5"	"TSPY like 5"
