"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"ILMN_1694731"	0.0737145147897228	0.000373366261469613	13.5198163931013	"CLCN7"	"chloride voltage-gated channel 7"
"ILMN_1662184"	0.0737145147897228	0.000373868559905452	13.5161818517681	"C5orf34"	"chromosome 5 open reading frame 34"
"ILMN_1886493"	0.0737145147897228	0.000376419329167481	13.4978094089084	"HNRNPA2B1"	"heterogeneous nuclear ribonucleoprotein A2/B1"
"ILMN_1728934"	0.0737145147897228	0.000376960729013649	13.4939278991641	"PRC1"	"protein regulator of cytokinesis 1"
"ILMN_1687036"	0.0737826457784347	0.000382067053279735	13.4576245729753	"MRPL47"	"mitochondrial ribosomal protein L47"
"ILMN_2380163"	0.0737826457784347	0.000392011210871686	13.3884693393256	"PTPRF"	"protein tyrosine phosphatase, receptor type F"
"ILMN_1786065"	0.0737826457784347	0.000394902063352517	13.3687353563019	"UHRF1"	"ubiquitin like with PHD and ring finger domains 1"
"ILMN_2228809"	0.0737826457784347	0.000395593549632639	13.3640391299751	"YWHAG"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma"
"ILMN_3231550"	0.0737826457784347	0.000395946046203132	13.3616487065244	""	""
"ILMN_1750145"	0.0737826457784347	0.000395978930823527	13.3614258246716	"YWHAG"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma"
"ILMN_1704418"	0.0737826457784347	0.000399540266753796	13.3374107551458	"FOXD1"	"forkhead box D1"
"ILMN_3238884"	0.0737826457784347	0.000400469586342074	13.3311837384446	""	""
