#Entrez gene name, Entrez gene ID
EIF3F,8665
EIF3G,8666
EIF3H,8667
EIF3I,8668
EIF3J,8669
EIF3K,27335
EIF3L,51386
EIF3M,10480
EIF4A1,1973
EIF4A2,1974
EIF4A3,9775
EIF4B,1975
EIF4E,1977
EIF4E1B,253314
EIF4E2,9470
EIF4EBP1,1978
EIF4EBP3,8637
EIF4ENIF1,56478
EIF4G1,1981
EIF4G2,1982
EIF4G3,8672
EIF4H,7458
EIF5,1983
EIF5A,1984
EIF5B,9669
EIF6,3692
ELANE,1991
ELAVL1,1994
ELF1,1997
ELF2,1998
ELF3,1999
ELF4,2000
ELK1,2002
ELK3,2004
ELK4,2005
ELL3,80237
ELMO1,9844
ELN,2006
ELP2,55250
ELSPBP1,64100
EMD,2010
ENAH,55740
ENG,2022
ENO1,2023
ENPEP,2028
ENPP1,5167
ENPP2,5168
ENTPD1,953
EOMES,8320
EP300,2033
EP400,57634
EPAS1,2034
EPB41,2035
EPB41L1,2036
EPB41L2,2037
EPB41L3,23136
EPCAM,4072
EPD,64414
EPHA1,2041
EPHA2,1969
EPHA3,2042
EPHA4,2043
EPHA5,2044
EPHA6,285220
EPHA7,2045
EPHA8,2046
EPHB1,2047
EPHB2,2048
EPHB3,2049
EPHB4,2050
EPHB6,2051
EPHX1,2052
EPM2A,7957
EPN1,29924
EPN2,22905
EPN3,55040
EPO,2056
EPOR,2057
EPPK1,83481
EPS15,2060
EPS15L1,58513
EPS8,2059
EPX,8288
ERAL1,26284
ERBB2,2064
ERBB2IP,55914
ERBB3,2065
ERBB4,2066
ERC1,23085
ERCC1,2067
ERCC2,2068
ERCC3,2071
ERCC4,2072
ERCC5,2073
ERCC6,2074
ERCC6L,54821
ERCC8,1161
EREG,2069
ERF,2077
ERN1,2081
ERP44,23071
ERRFI1,54206
ERVK2,2087
ERVK6,64006
ERVWE1,30816
ESAM,90952
ESAT,2096
ESM1,11082
ESPL1,9700
ESR1,2099
ESR2,2100
ESRRA,2101
ESRRG,2104
ETF1,2107
ETFA,2108
ETFB,2109
ETFDH,2110
ETS1,2113
ETS2,2114
ETV1,2115
ETV3,2117
ETV4,2118
ETV5,2119
ETV6,2120
EVL,51466
EVPL,2125
EVX1,2128
EWSR1,2130
EXO1,9156
EXOC2,55770
EXOC4,60412
EXOC5,10640
EXOC6,54536
EXOC6B,23233
EXOC7,23265
EXOC8,149371
EXOSC3,51010
EXOSC5,56915
EXOSC7,23016
EXTL3,2137
EYA2,2139
EZH1,2145
EZH2,2146
EZR,7430
F10,2159
F11,2160
F11R,50848
F12,2161
F13A1,2162
F13B,2165
F2,2147
F2R,2149
F2RL1,2150
F2RL2,2151
F2RL3,9002
F3,2152
F5,2153
F7,2155
F8,2157
F9,2158
FAAH,2166
FABP1,2168
FABP3,2170
FABP4,2167
FABP6,2172
FADD,8772
FADS2,9415
FAF1,11124
FAIM,55179
FAIM3,9214
FAM110A,83541
FAM110D,79927
FAM123B,139285
FAM125A,93343
FAM125B,89853
FAM49B,51571
FAM57A,79850
FAM58A,92002
FANCA,2175
FANCB,2187
FANCC,2176
FANCD2,2177
FANCE,2178
FANCF,2188
FANCG,2189
FANCI,55215
FANCL,55120
FANCM,57697
FAP,2191
FARP1,10160
FARP2,9855
FARS2,10667
FAS,355
FASLG,356
FASN,2194
FASTK,10922
FAT1,2195
FBL,2091
FBLIM1,54751
FBLN1,2192
FBLN5,10516
FBN1,2200
FBP1,2203
FBP2,8789
FBXL5,26234
FBXO11,80204
FBXO15,201456
FBXO2,26232
FBXO3,26273
FBXO31,79791
FBXO32,114907
FBXO42,54455
FBXO43,286151
FBXO45,200933
FBXO5,26271
FBXO6,26270
FBXO7,25793
FBXO8,26269
FBXW11,23291
FBXW5,54461
FBXW7,55294
FCAR,2204
FCER1A,2205
FCER1G,2207
FCER2,2208
FCGR1A,2209
FCGR2A,2212
FCGR2B,2213
FCGR2C,9103
FCGR3A,2214
FCGR3B,2215
FDPS,2224
FDX1,2230
FDXR,2232
FECH,2235
FEM1A,55527
FEN1,2237
FER,2241
FERMT1,55612
FERMT2,10979
FES,2242
FEV,54738
FGA,2243
FGB,2244
FGD1,2245
FGD3,89846
FGF1,2246
FGF10,2255
FGF11,2256
FGF12,2257
FGF13,2258
FGF14,2259
FGF16,8823
FGF17,8822
FGF18,8817
FGF19,9965
FGF2,2247
FGF20,26281
FGF21,26291
FGF22,27006
FGF23,8074
FGF3,2248
FGF4,2249
FGF5,2250
FGF6,2251
FGF7,2252
FGF8,2253
FGF9,2254
FGFBP1,9982
FGFR1,2260
FGFR1OP,11116
FGFR2,2263
FGFR3,2261
FGFR4,2264
FGG,2266
FGL1,2267
FGL2,10875
FGR,2268
FHL1,2273
FHL2,2274
FHL5,9457
FHOD1,29109
FIGF,2277
FIP1L1,81608
FIS1,51024
FIZ1,84922
FKBP1A,2280
FKBP4,2288
FKBP5,2289
FKBP8,23770
FLI1,2313
FLII,2314
FLNA,2316
FLNB,2317
FLNC,2318
FLOT1,10211
FLOT2,2319
FLT1,2321
FLT3,2322
FLT3LG,2323
FLT4,2324
FMR1,2332
FN1,2335
FNBP1L,54874
FNIP1,96459
FNTA,2339
FOS,2353
FOSB,2354
FOSL1,8061
FOSL2,2355
FOXA1,3169
FOXA2,3170
FOXA3,3171
FOXC2,2303
FOXF1,2294
FOXG1,2290
FOXH1,8928
FOXL2,668
FOXM1,2305
FOXN2,3344
FOXN3,1112
FOXO1,2308
FOXO3,2309
FOXO4,4303
FOXO6,100132074
FOXP1,27086
FOXP3,50943
FPR1,2357
FPR2,2358
FRA16A,2460
FRA8B,2419
FRAT1,10023
FRAT2,23401
FRK,2444
FRS2,10818
FRS3,10817
FSHB,2488
FSHR,2492
FST,10468
FSTL1,11167
FSTL3,10272
FTH1,2495
FTL,2512
FUBP1,8880
FURIN,5045
FUS,2521
FUT1,2523
FXN,2395
FXR2,9513
FXYD2,486
FXYD5,53827
FYB,2533
FYN,2534
FZD1,8321
FZD10,11211
FZD2,2535
FZD3,7976
FZD4,8322
FZD5,7855
FZD6,8323
FZD7,8324
FZD8,8325
FZD9,8326
FZR1,51343
G3BP1,10146
G6PC,2538
G6PC2,57818
G6PD,2539
GAA,2548
GAB1,2549
GAB2,9846
GABARAP,11337
GABARAPL1,23710
GABARAPL2,11345
GABARAPL3,23766
GABBR1,2550
GABBR2,9568
GABPA,2551
GABRA1,2554
GABRA2,2555
GABRA3,2556
GABRA4,2557
GABRA5,2558
GABRA6,2559
GABRQ,55879
GAD1,2571
GAD2,2572
GADD45A,1647
GADD45B,4616
GADD45G,10912
GADD45GIP1,90480
GAK,2580
GAL,51083
GALK1,2584
GALNS,2588
GALNT1,2589
GALP,85569
GALR1,2587
GALR2,8811
GALR3,8484
GAP43,2596
GAPDH,2597
GAPDHP1,2616
GAPVD1,26130
GAS1,2619
GAS2,2620
GAS6,2621
GAS7,8522
GAST,2520
GATA1,2623
GATA2,2624
GATA3,2625
GATA4,2626
GATA6,2627
GBF1,8729
GBP1,2633
GBP3,2635
GCC1,79571
GCET2,257144
GCG,2641
GCGR,2642
GCH1,2643
GCHFR,2644
GCK,2645
GCKR,2646
GCLC,2729
GCOM1,145781
GDAP1,54332
GDEP,118425
GDF11,10220
GDF15,9518
GDF2,2658
GDF5,8200
GDF6,392255
GDF7,151449
GDF9,2661
GDI1,2664
GDI2,2665
GDNF,2668
GEFT,115557
GEMIN5,25929
GEMIN6,79833
GEMIN7,79760
GER,59330
GFAP,2670
GFER,2671
GFI1,2672
GFPT1,2673
GFRA1,2674
GFRA2,2675
GFRA3,2676
GFRA4,64096
GGA3,23163
GGCX,2677
GH1,2688
GH2,2689
GHR,2690
GHRH,2691
GHRHR,2692
GHRL,51738
GHS,7971
GHSR,2693
GIP,2695
GIPC1,10755
GIPR,2696
GIT1,28964
GIT2,9815
GJA1,2697
GJB1,2705
GJD2,57369
GK,2710
GK2,2712
GLB1,2720
GLG1,2734
GLI1,2735
GLI2,2736
GLI3,2737
GLIS2,84662
GLMN,11146
GLP1R,2740
GLP2R,9340
GLRA1,2741
GLS,2744
GLTSCR2,29997
GLYS1,2759
GMEB1,10691
GMFB,2764
GMNN,51053
GMPS,8833
GNA11,2767
GNA12,2768
GNA13,10672
GNA14,9630
GNA15,2769
GNAI1,2770
GNAI2,2771
GNAI3,2773
GNAL,2774
GNAO1,2775
GNAQ,2776
GNAS,2778
GNAT1,2779
GNAT2,2780
GNAZ,2781
GNB1,2782
GNB2,2783
GNB2L1,10399
GNB3,2784
GNB4,59345
GNB5,10681
GNG10,2790
GNG11,2791
GNG12,55970
GNG13,51764
GNG2,54331
GNG3,2785
GNG4,2786
GNG5,2787
GNG7,2788
GNG8,94235
GNGT1,2792
GNGT2,2793
GNL1,2794
GNL3,26354
GNLY,10578
GNPDA1,10007
GNRH1,2796
GNRH2,2797
GNRHR,2798
GNRHR2,114814
GNS,2799
GOLGA2,2801
GOLGA4,2803
GOLM1,51280
GORASP1,64689
GORASP2,26003
GOSR1,9527
GP1BA,2811
GP1BB,2812
GP2,2813
GP5,2814
GP6,51206
GP9,2815
GPA33,10223
GPAM,57678
GPBAR1,151306
GPBP1,65056
GPBP1L1,60313
GPC1,2817
GPC3,2719
GPD1L,23171
GPER,2852
GPHA2,170589
GPHB5,122876
GPHN,10243
GPI,2821
GPIHBP1,338328
GPLD1,2822
GPM6A,2823
GPR1,2825
GPR119,139760
GPR132,29933
GPR135,64582
GPR151,134391
GPR160,26996
GPR161,23432
GPR172A,79581
GPR172B,55065
GPR182,11318
GPR26,2849
GPR37,2861
GPR44,11251
GPR55,9290
GPR56,9289
GPR77,27202
GPX1,2876
GPX2,2877
GPX3,2878
GRAMD4,23151
GRAP,10750
GRAP2,9402
GRASP,160622
GRB10,2887
GRB14,2888
GRB2,2885
GRB7,2886
GREB1,9687
GREM1,26585
GRHL1,29841
GRHL3,57822
GRIA1,2890
GRIA2,2891
GRIK1,2897
GRIN1,2902
GRIN2A,2903
GRIN2B,2904
GRIN2C,2905
GRIN2D,2906
GRIP1,23426
GRK1,6011
GRK4,2868
GRK5,2869
GRK6,2870
GRK7,131890
GRLF1,2909
GRM1,2911
GRM4,2914
GRM5,2915
GRM7,2917
GRN,2896
GRP,2922
GRPR,2925
GSC,145258
GSG2,83903
GSK1,2929
GSK3A,2931
GSK3B,2932
GSN,2934
GSPT1,2935
GSR,2936
GSS,2937
GSTA2,2939
GSTM1,2944
GSTM2,2946
GSTP1,2950
GTF2A1,2957
GTF2A2,2958
GTF2B,2959
GTF2E1,2960
GTF2E2,2961
GTF2F1,2962
GTF2F2,2963
GTF2H1,2965
GTF2H2,2966
GTF2H3,2967
GTF2H4,2968
GTF2I,2969
GTF2IRD2,84163
GTF3A,2971
GTF3C1,2975
GTF3C3,9330
GTPBP1,9567
GTSE1,51512
GUCA1A,2978
GUCA1B,2979
GUCA1C,9626
GUCA2A,2980
GUCA2B,2981
GUCY1A2,2977
GUCY1A3,2982
GUCY1B3,2983
GUCY2C,2984
GUCY2D,3000
GUCY2F,2986
GULP1,51454
GYPA,2993
GYS1,2997
GYS2,2998
GZMA,3001
GZMB,3002
GZMH,2999
GZMM,3004
H19,283120
H2AFX,3014
H2AFY,9555
H2AFZ,3015
H3F3A,3020
H3F3B,3021
HABP2,3026
HADH,3033
HADHB,3032
HAGH,3029
HAMP,57817
HAND1,9421
HAND2,9464
HAPLN1,1404
HAS1,3036
HAS2,3037
HAT1,8520
HAUS2,55142
HAVCR1,26762
HAX1,10456
HBA1,3039
HBA2,3040
HBB,3043
HBEGF,1839
HBG2,3048
HBP1,26959
HBXIP,10542
HCFC1,3054
HCK,3055
HCLS1,3059
HCN2,610
HCN4,10021
HCRT,3060
HCRTR1,3061
HCRTR2,3062
HCST,10870
HDAC1,3065
HDAC10,83933
HDAC11,79885
HDAC2,3066
HDAC3,8841
HDAC4,9759
HDAC5,10014
HDAC6,10013
HDAC7,51564
HDAC8,55869
HDAC9,9734
HDC,3067
HDDC2,51020
HDGF,3068
HDLBP,3069
HDLCQ5,100188818
HECA,51696
HECTD3,79654
HECW1,23072
HELLS,3070
HEPACAM,220296
HERC2,8924
HERPUD1,9709
HERPUD2,64224
HES1,3280
HES5,388585
HES6,55502
HES7,84667
HEXIM1,10614
HEY1,23462
HEY2,23493
HFE,3077
HFE2,148738
HGF,3082
HGFAC,3083
HGS,9146
HHAT,55733
HHCM,10639
HHIP,64399
HIC1,3090
HIF1A,3091
HIF1AN,55662
HINFP,25988
HINT1,3094
HIP1,3092
HIPK1,204851
HIPK2,28996
HIPK4,147746
HIRIP3,8479
HIST1H1B,3009
HIST1H1E,3008
HIST1H2BA,255626
HIST2H2AA3,8337
HIST2H2AC,8338
HIST2H2BE,8349
HIST2H3C,126961
HIST2H4A,8370
HIST3H3,8290
HIST4H4,121504
HIVEP1,3096
HIVEP2,3097
HIVEP3,59269
HK1,3098
HK2,3099
HLA-A,3105
HLA-B,3106
HLA-C,3107
HLA-DMA,3108
HLA-DMB,3109
HLA-DOA,3111
HLA-DOB,3112
HLA-DPA1,3113
HLA-DPB1,3115
HLA-DQA1,3117
HLA-DQA2,3118
HLA-DQB1,3119
HLA-DRA,3122
HLA-DRB1,3123
HLA-DRB3,3125
HLA-DRB4,3126
HLA-DRB5,3127
HLA-E,3133
HLA-F,3134
HLA-G,3135
HLCS,3141
HLF,3131
HLX,3142
HM13,81502
HMBOX1,79618
HMBS,3145
HMG20B,10362
HMGA1,3159
HMGA2,8091
HMGB1,3146
HMGB2,3148
HMGCR,3156
HMGCS1,3157
HMGCS2,3158
HMGN1,3150
HMGN3,9324
HMHA1,23526
HMMR,3161
HMOX1,3162
HMOX2,3163
HN1L,90861
HNF1A,6927
HNF1B,6928
HNF4A,3172
HNRNPA1,3178
HNRNPA2B1,3181
HNRNPC,3183
HNRNPD,3184
HNRNPH3,3189
HNRNPK,3190
HNRNPR,10236
HNRNPU,3192
HNRNPUL1,11100
HNRPA1L3,388275
HOMER2,9455
HOMER3,9454
HOXA10,3206
HOXA2,3199
HOXA4,3201
HOXA5,3202
HOXA7,3204
HOXA9,3205
HOXB13,10481
HOXB4,3214
HOXB7,3217
HOXB9,3219
HOXC8,3224
HOXD4,3233
HOXD9,3235
HP,3240
HPCA,3208
HPCX,9566
HPGD,3248
HPGDS,27306
HPN,3249
HPSE,10855
HPX,3263
HR,55806
HRAS,3265
HRG,3273
HRH1,3269
HRH2,3274
HRH3,11255
HRH4,59340
HRK,8739
HRPT1,3278
HSA4687G,4687
HSAJ2425,55566
HSBP1,3281
HSD11B1,3290
HSD17B10,3028
HSD17B2,3294
HSD17B4,3295
HSD3B2,3284
HSF1,3297
HSF2,3298
HSFX1,100506164
HSFY1,86614
HSP90AA1,3320
HSP90AA4P,3323
HSP90AB1,3326
HSP90B1,7184
HSPA1A,3303
HSPA1B,3304
HSPA1L,3305
HSPA2,3306
HSPA4,3308
HSPA5,3309
HSPA6,3310
HSPA8,3312
HSPA9,3313
HSPB1,3315
HSPB2,3316
HSPB6,126393
HSPBP1,23640
HSPD1,3329
HSPE1,3336
HSPG2,3339
HTATIP2,10553
HTATSF1,27336
HTR1A,3350
HTR1B,3351
HTR1D,3352
HTR1E,3354
HTR1F,3355
HTR2A,3356
HTR2B,3357
HTR2C,3358
HTR3A,3359
HTR4,3360
HTR5A,3361
HTR5B,645694
HTR6,3362
HTR7,3363
HTRA2,27429
HTT,3064
HUNK,30811
HUS1,3364
HUWE1,10075
HVBS6,3368
HVBS7,3369
HVBS8,3370
HVCN1,84329
HYAL1,3373
HYAL2,8692
IAPP,3375
IBSP,3381
IBTK,25998
ICAM1,3383
ICAM2,3384
ICAM3,3385
ICAM4,3386
ICAM5,7087
ICK,22858
ICOS,29851
ICOSLG,23308
ID1,3397
ID2,3398
ID3,3399
ID4,3400
IDDM2,3401
IDE,3416
IDO1,3620
IDS,3423
IER3,8870
IFI16,3428
IFI27,3429
IFI44,10561
IFI6,2537
IFIH1,64135
IFIT3,3437
IFITM1,8519
IFNA1,3439
IFNA10,3446
IFNA13,3447
IFNA14,3448
IFNA16,3449
IFNA17,3451
IFNA2,3440
IFNA21,3452
IFNA4,3441
IFNA5,3442
IFNA6,3443
IFNA7,3444
IFNA8,3445
IFNAR1,3454
IFNAR2,3455
IFNB1,3456
IFNE,338376
IFNG,3458
IFNGR1,3459
IFNGR2,3460
IFNK,56832
IFNW1,3467
IFRD1,3475
IFT172,26160
IFT88,8100
IGAN,60498
IGBP1,3476
IGF1,3479
IGF1R,3480
IGF2,3481
IGF2BP1,10642
IGF2BP3,10643
IGF2R,3482
IGFALS,3483
IGFBP1,3484
IGFBP2,3485
IGFBP3,3486
IGFBP4,3487
IGFBP5,3488
IGFBP6,3489
IGFBP7,3490
IGHA1,3493
IGHD2-15,28503
IGHE,3497
IGHG1,3500
IGHG3,3502
IGHM,3507
IGKV1-16,28938
IGKV1-17,28937
IGKV1-6,28943
IGKV5-2,28907
IGL@,3535
IGLL2,3544
IGSF5,150084
IGSF8,93185
IHH,3549
IHPK2,51447
IK,3550
IKBKAP,8518
IKBKB,3551
IKBKE,9641
IKBKG,8517
IKZF1,10320
IKZF2,22807
IKZF3,22806
IL10,3586
IL10RA,3587
IL10RB,3588
IL11,3589
IL11RA,3590
IL12A,3592
IL12B,3593
IL12RB1,3594
IL12RB2,3595
IL13,3596
IL13RA1,3597
IL13RA2,3598
IL15,3600
IL15RA,3601
IL16,3603
IL17A,3605
IL17B,27190
IL17D,53342
IL17F,112744
IL17RA,23765
IL17RB,55540
IL17RD,54756
IL18,3606
IL18BP,10068
IL18R1,8809
IL18RAP,8807
IL19,29949
IL1A,3552
IL1B,3553
IL1R1,3554
IL1R2,7850
IL1RAP,3556
IL1RAPL1,11141
IL1RL1,9173
IL1RN,3557
IL2,3558
IL20,50604
IL20RA,53832
IL20RB,53833
IL21,59067
IL21R,50615
IL22,50616
IL22RA1,58985
IL22RA2,116379
IL23A,51561
IL23R,149233
IL24,11009
IL25,64806
IL27,246778
IL27RA,9466
IL28A,282616
IL28B,282617
IL28RA,163702
IL29,282618
IL2RA,3559
IL2RB,3560
IL2RG,3561
IL3,3562
IL31,386653
IL31RA,133396
IL32,9235
IL33,90865
IL3RA,3563
IL4,3565
IL4I1,259307
IL4R,3566
IL5,3567
IL5RA,3568
IL6,3569
IL6R,3570
IL6ST,3572
IL7,3574
IL7R,3575
IL8,3576
IL9,3578
IL9R,3581
ILF3,3609
ILK,3611
ILKAP,80895
IMPA1,3612
INADL,10207
INCENP,3619
ING1,3621
ING2,3622
ING5,84289
INGX,27160
INHA,3623
INHBA,3624
INHBB,3625
INHBC,3626
INHBE,83729
INPP5A,3632
INPP5D,3635
INPP5J,27124
INPP5K,51763
INPPL1,3636
INS,3630
INSIG1,3638
INSL3,3640
INSL5,10022
INSR,3643
INSRR,3645
INTS12,57117
INTS3,65123
INTS6,26512
IPCEF1,26034
IPS,619482
IQCB1,9657
IQGAP1,8826
IQGAP2,10788
IQGAP3,128239
IQSEC1,9922
IRAK1,3654
IRAK1BP1,134728
IRAK2,3656
IRAK3,11213
IRAK4,51135
IREB2,3658
IRF1,3659
IRF2,3660
IRF2BP1,26145
IRF3,3661
IRF4,3662
IRF5,3663
IRF6,3664
IRF7,3665
IRF8,3394
IRF9,10379
IRS1,3667
IRS2,8660
IRS4,8471
ISG15,9636
ISG20,3669
ISL1,3670
ISYNA1,51477
ITCH,83737
ITGA1,3672
ITGA10,8515
ITGA11,22801
ITGA2,3673
ITGA2B,3674
ITGA3,3675
ITGA4,3676
ITGA5,3678
ITGA6,3655
ITGA7,3679
ITGA8,8516
ITGA9,3680
ITGAD,3681
ITGAE,3682
ITGAL,3683
ITGAM,3684
ITGAV,3685
ITGAX,3687
ITGB1,3688
ITGB2,3689
ITGB3,3690
ITGB3BP,23421
ITGB4,3691
ITGB5,3693
ITGB6,3694
ITGB7,3695
ITGB8,3696
ITK,3702
ITM2B,9445
ITPR1,3708
ITPR2,3709
ITPR3,3710
ITSN1,6453
ITSN2,50618
IV,8114
IVL,3713
JAG1,182
JAG2,3714
JAK1,3716
JAK2,3717
JAK3,3718
JAKMIP1,152789
JAKMIP2,9832
JAM2,58494
JAM3,83700
JARID2,3720
JDP2,122953
JMJD6,23210
JMJD7-PLA2G4B,8681
JMY,133746
JUB,84962
JUN,3725
JUNB,3726
JUND,3727
JUP,3728
KALRN,8997
KAT2A,2648
KAT2B,8850
KAT5,10524
KCNA1,3736
KCNA2,3737
KCND1,3750
KCND2,3751
KCNE2,9992
KCNE4,23704
KCNH1,3756
KCNH2,3757
KCNIP1,30820
KCNIP2,30819
KCNIP3,30818
KCNIP4,80333
KCNJ1,3758
KCNJ10,3766
KCNJ11,3767
KCNJ2,3759
KCNJ3,3760
KCNJ4,3761
KCNK3,3777
KCNK5,8645
KCNN1,3780
KCNN2,3781
KCNN3,3782
KCNN4,3783
KCNQ1,3784
KCNQ1OT1,10984
KDELR1,10945
KDELR2,11014
KDELR3,11015
KDM1A,23028
KDM3A,55818
KDM4A,9682
KDM4C,23081
KDM5C,8242
KDM5D,8284
KDR,3791
KEAP1,9817
KHDRBS1,10657
KHDRBS2,202559
KHSRP,8570
KIAA0101,9768
KIAA0652,9776
KIAA1524,57650
KIAA1704,55425
KIAA1967,57805
KIDINS220,57498
KIF11,3832
KIF12,113220
KIF13B,23303
KIF15,56992
KIF17,57576
KIF20A,10112
KIF22,3835
KIF23,9493
KIF2A,3796
KIF2C,11004
KIF3A,11127
KIFAP3,22920
KIR2DL1,3802
KIR2DL2,3803
KIR2DL3,3804
KIR2DL4,3805
KIR2DL5A,57292
KIR2DS1,3806
KIR2DS2,100132285
KIR2DS3,3808
KIR2DS4,3809
KIR2DS5,3810
KIR3DL1,3811
KIR3DL2,3812
KIR3DL3,115653
KIR3DS1,3813
KIRREL,55243
KISS1,3814
KISS1R,84634
KIT,3815
KITLG,4254
KL,9365
KLC1,3831
KLF1,10661
KLF10,7071
KLF11,8462
KLF13,51621
KLF2,10365
KLF3,51274
KLF4,9314
KLF5,688
KLF6,1316
KLF8,11279
KLHL20,27252
KLHL25,64410
KLK1,3816
KLK2,3817
KLK3,354
KLK4,9622
KLK5,25818
KLK6,5653
KLK7,5650
KLKB1,3818
KLRC1,3821
KLRC2,3822
KLRC3,3823
KLRC4,8302
KLRD1,3824
KLRG1,10219
KLRK1,22914
KNG1,3827
KPNA1,3836
KPNA2,3838
KPNA3,3839
KPNA6,23633
KPNB1,3837
KRAS,3845
KREMEN1,83999
KREMEN2,79412
KRIT1,889
KRT1,3848
KRT14,3861
KRT16,3868
KRT17,3872
KRT18,3875
KRT19,3880
KRT5,3852
KRT7,3855
KRT8,3856
KSR1,8844
KSR2,283455
KTN1,3895
L1CAM,3897
LAMA1,284217
LAMA2,3908
LAMA3,3909
LAMA4,3910
LAMA5,3911
LAMB1,3912
LAMB2,3913
LAMB3,3914
LAMB4,22798
LAMC1,3915
LAMC2,3918
LAMC3,10319
LAMP1,3916
LAPTM5,7805
LARGE,9215
LARP1,23367
LARP6,55323
LAS1L,81887
LASP1,3927
LAT,27040
LAT2,7462
LATS1,9113
LATS2,26524
LAX1,54900
LAYN,143903
LBP,3929
LBR,3930
LCAT,3931
LCE1E,353135
LCK,3932
LCN2,3934
LCP1,3936
LCP2,3937
LDB1,8861
LDHA,3939
LDLR,3949
LDLRAP1,26119
LDOC1,23641
LECT2,3950
LEF1,51176
LEFTY1,10637
LEFTY2,7044
LEP,3952
LEPR,3953
LETMD1,25875
LFNG,3955
LGALS1,3956
LGALS3,3958
LGALS3BP,3959
LGALS7,3963
LGALS8,3964
LGALS9,3965
LGI1,9211
LGI3,203190
LGMN,5641
LGR4,55366
LGV1,140802
LHB,3972
LHCGR,3973
LHX1,3975
LHX3,8022
LHX9,56956
LIF,3976
LIFR,3977
LIG1,3978
LIG3,3980
LIG4,3981
LILRA2,11027
LILRB1,10859
LILRB3,11025
LILRB4,11006
LIMA1,51474
LIME1,54923
LIMK1,3984
LIMK2,3985
LIMS1,3987
LIMS2,55679
LIN28,79727
LIN28B,389421
LIN7A,8825
LINGO1,84894
LIPC,3990
LIPE,3991
LIPF,8513
LIPG,9388
LIPH,200879
LITAF,9516
LLGL1,3996
LMLN,89782
LMNA,4000
LMNB1,4001
LMNB2,84823
LMO4,8543
LMO7,4008
LMOD1,25802
LMTK2,22853
LNCR1,450093
LNPEP,4012
LOC100290337,100290337
LOC100291837,100291837
LOC646048,646048
LOC646821,646821
LOC650621,650621
LOC651610,651610
LOC652346,652346
LOC652614,652614
LOC652671,652671
LOC652799,652799
LOC653888,653888
LOC728622,728622
LOC729991-MEF2B,4207
LOC731751,731751
LOC93202,93202
LOX,4015
LOXHD1,125336
LPA,4018
LPAR2,9170
LPAR3,23566
LPAR4,2846
LPCAT1,79888
LPCAT4,254531
LPGP1,4021
LPHN1,22859
LPIN1,23175
LPIN2,9663
LPL,4023
LPO,4025
LPP,4026
LPXN,9404
LRBA,987
LRDD,55367
LRIG1,26018
LRP1,4035
LRP11,84918
LRP2,4036
LRP5,4041
LRP6,4040
LRP8,7804
LRPAP1,4043
LRPPRC,10128
LRRC32,2615
LRRC4C,57689
LRRFIP1,9208
LSM1,27257
LSM2,57819
LSM3,27258
LSM4,25804
LSM5,23658
LSM6,11157
LSP1,4046
LSR,51599
LTA,4049
LTB,4050
LTB4R,1241
LTB4R2,56413
LTBP1,4052
LTBR,4055
LTF,4057
LTK,4058
LUC7L2,51631
LUZP1,7798
LXN,56925
LY9,4063
LY96,23643
LYL1,4066
LYN,4067
LYPLA1,10434
LYPLAL1,127018
LYZ,4069
LZTFL1,54585
LZTS1,11178
MACF1,23499
MACROD1,28992
MAD1L1,8379
MAD2L1,4085
MAD2L2,10459
MADCAM1,8174
MADD,8567
MAF,4094
MAF1,84232
MAFA,389692
MAFB,9935
MAFG,4097
MAGEA1,4100
MAGEA12,4111
MAGEA2B,266740
MAGEA6,4105
MAGEA9,4108
MAGEB6,158809
MAGED1,9500
MAGEE1,57692
MAGI1,9223
MAGI2,9863
MAGI3,260425
MAGOH,4116
MAK,4117
MALS,497659
MALT1,10892
MAML1,9794
MAML2,84441
MAML3,55534
MAOA,4128
MAOB,4129
MAP1A,4130
MAP1B,4131
MAP2,4133
MAP2K1,5604
MAP2K2,5605
MAP2K3,5606
MAP2K4,6416
MAP2K5,5607
MAP2K6,5608
MAP2K7,5609
MAP3K1,4214
MAP3K10,4294
MAP3K11,4296
MAP3K12,7786
MAP3K13,9175
MAP3K14,9020
MAP3K19,80122
MAP3K2,10746
MAP3K3,4215
MAP3K4,4216
MAP3K5,4217
MAP3K6,9064
MAP3K7,6885
MAP3K7CL,56911
MAP3K7IP1,10454
MAP3K7IP2,23118
MAP3K7IP3,257397
MAP3K8,1326
MAP3K9,4293
MAP4,4134
MAP4K1,11184
MAP4K2,5871
MAP4K3,8491
MAP4K4,9448
MAP4K5,11183
MAPK1,5594
MAPK10,5602
MAPK11,5600
MAPK12,6300
MAPK13,5603
MAPK14,1432
MAPK15,225689
MAPK3,5595
MAPK4,5596
MAPK6,5597
MAPK7,5598
MAPK8,5599
MAPK8IP1,9479
MAPK8IP2,23542
MAPK8IP3,23162
MAPK9,5601
MAPKAP1,79109
MAPKAPK2,9261
MAPKAPK3,7867
MAPKAPK5,8550
MAPKSP1,8649
MAPRE1,22919
MAPT,4137
MARCKS,4082
MARCKSL1,65108
MARK2,2011
MARK3,4140
MARK4,57787
MAS1,4142
MASP1,5648
MASP2,10747
MAST1,22983
MAST2,23139
MAT2A,4144
MATK,4145
MATN3,4148
MATR3,9782
MAVS,57506
MAX,4149
MAZ,4150
MB,4151
MBD2,8932
MBD3,53615
MBD4,8930
MBL2,4153
MBNL1,4154
