Gene,Entrez,Fold change
COL4A4,1286,0.0212922
COL4A6,1288,-0.213649
COL5A1,1289,0.3718506
COL5A2,1290,-0.817017
COL5A3,50509,0.5084249
COL6A1,1291,-1.2187694
COL6A2,1292,0.4285402
COL6A3,1293,-0.1804036
COL7A1,1294,0.3648613
COL8A1,1295,1.4093898
COL8A2,1296,-0.2412805
COL9A1,1297,1.4118478
COL9A2,1298,0.066521
COL9A3,1299,0.1138724
COLEC10,10584,0.4907184
COLEC11,78989,0.159596
COLEC12,81035,-0.0627975
COLGALT1,79709,0.0958582
COLGALT2,23127,0.0424097
COLQ,8292,-0.0360606
COMMD10,51397,-0.5114789
COMMD3,23412,-0.0534083
COMMD4,54939,0.4584765
COMMD8,54951,-0.1253608
COMMD9,29099,0.2501904
COMP,1311,0.0702506
COMT,1312,0.5835442
COPA,1314,0.1581678
COPB1,1315,-0.1762719
COPB2,9276,0.1390155
COPE,11316,0.8075087
COPG1,22820,0.4896262
COPG2IT1,53844,-0.1617732
COPS2,9318,-0.3009053
COPS3,8533,-0.0854311
COPS4,51138,-0.2047115
COPS5,10987,0.0103391
COPS6,10980,0.1641333
COPS7A,50813,0.2574222
COPS7B,64708,0.1362031
COPS8,10920,-0.3332311
COPZ1,22818,0.1269883
COPZ2,51226,0.1299531
COQ10B,80219,-0.2080395
COQ2,27235,0.0316063
COQ3,51805,-0.3630767
COQ4,51117,0.6660718
COQ6,51004,0.1488286
COQ7,10229,0.1592024
COQ9,57017,0.4968509
CORIN,10699,-0.961928
CORO1A,11151,0.1234389
CORO1B,57175,-0.2245617
CORO1C,23603,0.1874986
CORO2A,7464,0.3913758
CORO2B,10391,-0.0579442
CORO7,79585,0.6391415
CORT,1325,0.0546658
COTL1,23406,0.2329951
COX10,1352,0.8583148
COX11,1353,-0.6153598
COX15,1355,0.8551994
COX16,51241,0.0096228
COX17,10063,0.1049819
COX4I1,1327,-0.4744867
COX5A,9377,-0.088976
COX5B,1329,0.5673592
COX6A1,1337,-0.3526771
COX6A2,1339,-0.0567079
COX6B1,1340,0.0788057
COX6C,1345,-0.1501384
COX7A1,1346,-0.0653817
COX7A2,1347,-0.070069
COX7A2L,9167,-0.0377075
COX7B,1349,-0.4871982
COX7C,1350,-0.7856621
COX8A,1351,0.4382671
CP,1356,-0.407077
CPA1,1357,0.5267344
CPA2,1358,-0.1041764
CPA3,1359,0.2700508
CPA4,51200,0.096314
CPB1,1360,0.9251423
CPB2,1361,-0.5084749
CPD,1565,-0.3580705
CPE,1363,0.3127333
CPEB1,64506,0.0785238
CPEB3,22849,-0.0587315
CPED1,79974,0.11517
CPLX2,10814,-0.2200244
CPM,1368,0.6642885
CPN1,1369,0.0005914
CPN2,1370,-0.156861
CPNE1,8904,0.1295644
CPNE3,8895,-0.2355077
CPNE6,9362,0.5308891
CPNE7,27132,0.2989257
CPOX,1371,0.0654769
CPPED1,55313,-0.4387449
CPQ,10404,-0.1180027
CPS1,1373,-0.1990818
CPS1-IT1,29034,0.4580592
CPSF1,29894,0.8017366
CPSF3L,54973,0.292294
CPSF4,10898,0.1093103
CPSF6,11052,-0.1931783
CPSF7,79869,0.0855021
CPT1A,1374,0.6032534
CPT2,1376,0.594976
CPTP,80772,0.720394
CPVL,54504,0.4083781
CR1,1378,-0.2696831
CR2,1380,-0.2459262
CRABP1,1381,0.1817702
CRABP2,1382,0.4202941
CRADD,8738,-0.0106704
CRAT,1384,0.6486983
CRB1,23418,0.1906099
CRBN,51185,-0.0467877
CRCP,27297,0.2434773
CRCT1,54544,0.4584368
CREB1,1385,-0.2916842
CREB3,10488,0.0182002
CREB3L1,90993,-0.6960708
CREB3L2,64764,-0.2153924
CREB5,9586,0.1323701
CREBBP,1387,0.3602787
CREBL2,1389,-0.1662393
CREBZF,58487,0.206408
CREG1,8804,-0.101232
CRELD1,78987,0.4789464
CRELD2,79174,0.0179961
CREM,1390,-0.4423274
CRH,1392,0.2940645
CRHBP,1393,-0.064995
CRHR1,1394,-0.125689
CRHR2,1395,0.2226169
CRIM1,51232,-0.2919276
CRIP1,1396,-0.6637916
CRIP2,1397,-0.2765478
CRIPT,9419,-0.1919811
CRISP1,167,0.3023173
CRISP2,7180,-0.4725356
CRISP3,10321,-0.3754704
CRISPLD2,83716,-0.0864234
CRK,1398,-0.4827845
CRKL,1399,-0.2943256
CRLF1,9244,-0.2110397
CRLF2,64109,0.4646956
CRLF3,51379,-0.2043298
CRMP1,1400,0.3475769
CRNKL1,51340,-0.0142404
CRNN,49860,-0.0530587
CROCC,9696,0.7766448
CROCCP2,84809,0.2363613
CROCCP3,114819,0.4079203
CROT,54677,0.2749002
CRP,1401,0.4825675
CRTAC1,55118,0.3059548
CRTAM,56253,0.7076909
CRTAP,10491,-0.3612338
CRTC1,23373,0.1713555
CRTC3,64784,-0.1361643
CRX,1406,0.523137
CRY1,1407,-0.2277024
CRY2,1408,0.2235543
CRYAA,1409,0.0172023
CRYAB,1410,-0.4695833
CRYBA1,1411,0.0577998
CRYBA2,1412,0.2751824
CRYBA4,1413,0.8088819
CRYBB1,1414,0.0831062
CRYBB2,1415,0.2134645
CRYBB2P1,1416,0.0527344
CRYBB3,1417,0.0960445
CRYBG3,131544,-0.0040144
CRYGA,1418,0.4857989
CRYGB,1419,-0.4313946
CRYGC,1420,0.1056197
CRYGD,1421,0.4031783
CRYL1,51084,0.1010335
CRYM,1428,-0.1177065
CRYZ,1429,-0.1308289
CRYZL1,9946,0.0180953
CS,1431,0.0916772
CSAD,51380,0.2608319
CSAG3,389903,0.1879444
CSDC2,27254,0.2122679
CSDE1,7812,-0.3217021
CSE1L,1434,0.2767398
CSF1,1435,-0.1788746
CSF1R,1436,-0.1129196
CSF2,1437,0.6037566
CSF2RA,1438,0.4107677
CSF2RB,1439,-0.2931217
CSF3,1440,-0.1157333
CSF3R,1441,0.2817258
CSGALNACT1,55790,-0.434386
CSGALNACT2,55454,0.0735341
CSH1,1442,0.5343657
CSH2,1443,0.2419174
CSHL1,1444,0.8336485
CSK,1445,0.3560197
CSN1S1,1446,1.9134431
CSN2,1447,0.701693
CSN3,1448,1.1388656
CSNK1A1,1452,-0.3038418
CSNK1D,1453,0.3582054
CSNK1E,1454,0.435093
CSNK1G1,53944,0.1840828
CSNK1G2,1455,0.8126331
CSNK1G3,1456,-0.0435499
CSNK2A1,1457,0.22189
CSNK2A2,1459,0.2999734
CSNK2B,1460,-0.0118365
CSPG4,1464,-0.1539338
CSPG5,10675,0.1985542
CSPP1,79848,0.2104439
CSRNP2,81566,-0.0078909
CSRNP3,80034,0.1734649
CSRP1,1465,-0.1116295
CSRP2,1466,0.2692444
CSRP3,8048,0.418838
CST1,1469,0.6461422
CST2,1470,0.1804041
CST3,1471,0.3675884
CST4,1472,-0.4327358
CST5,1473,-0.325219
CST6,1474,-0.132526
CST7,8530,-0.2772237
CST8,10047,0.1314162
CSTA,1475,-0.1462048
CSTB,1476,0.0401727
CSTF1,1477,0.2593966
CSTF2,1478,-0.011873
CSTF2T,23283,0.3767076
CSTF3,1479,0.0449046
CT55,54967,0.2500953
CT62,196993,0.1805436
CTAG2,30848,0.3546614
CTAGE1,64693,0.3481325
CTAGE11P,647288,-0.4604513
CTAGE5,4253,0.2617166
CTAGE9,643854,0.2480771
CTBP1,1487,0.3766966
CTBP2,1488,-0.2718729
CTBS,1486,0.0832733
CTC1,80169,-0.0227307
CTCF,10664,-0.1020283
CTDNEP1,23399,0.3018226
CTDP1,9150,0.6894284
CTDSP1,58190,-0.0299415
CTDSP2,10106,-0.1717158
CTDSPL,10217,-0.4714375
CTF1,1489,0.1172642
CTGF,1490,-0.8414721
CTH,1491,0.291459
CTIF,9811,0.5497713
CTLA4,1493,0.064064
CTNNA1,1495,0.3899843
CTNNA2,1496,0.1611394
CTNNA3,29119,0.2361976
CTNNAL1,8727,-0.211342
CTNNB1,1499,-0.2306825
CTNNBIP1,56998,0.0895395
CTNNBL1,56259,0.2608705
CTNND1,1500,-0.3244727
CTNND2,1501,-0.2379664
CTNS,1497,0.3924795
CTPS1,1503,0.4363984
CTPS2,56474,0.2443393
CTR9,9646,-0.3245759
CTRB2,440387,0.0309314
CTRC,11330,0.0749851
CTRL,1506,-0.2105049
CTSA,5476,0.3799027
CTSB,1508,0.2810621
CTSC,1075,-0.2006833
CTSD,1509,0.2014418
CTSE,1510,-0.16853
CTSF,8722,0.3179191
CTSG,1511,0.5672444
CTSH,1512,0.2105078
CTSK,1513,0.1751627
CTSL,1514,-0.0024016
CTSO,1519,-0.2837391
CTSS,1520,-0.226824
CTSV,1515,-0.5974882
CTSW,1521,0.4140481
CTSZ,1522,0.4429558
CTTN,2017,0.5543334
CUBN,8029,-0.1848941
CUEDC1,404093,0.2360575
CUEDC2,79004,0.2631791
CUL1,8454,-0.2203979
CUL2,8453,0.2729581
CUL3,8452,-0.2836336
CUL4A,8451,0.3997204
CUL4B,8450,-0.5505802
CUL5,8065,-0.4169808
CUL7,9820,0.6886024
CUL9,23113,0.4654176
CUTA,51596,0.1510476
CUTC,51076,-0.1186859
CUX1,1523,0.2901144
CUX2,23316,-0.4939526
CUZD1,50624,0.3124235
CWC25,54883,-0.1179198
CWF19L1,55280,0.893303
CWH43,80157,-0.9635712
CX3CL1,6376,-0.0490994
CX3CR1,1524,-0.3682423
CXADR,1525,-0.1507028
CXCL1,2919,-0.3540266
CXCL10,3627,0.3809607
CXCL11,6373,0.5451209
CXCL12,6387,-0.3953921
CXCL13,10563,-0.0428116
CXCL14,9547,-0.4308361
CXCL2,2920,-0.7984993
CXCL3,2921,-0.0319122
CXCL5,6374,-0.4106532
CXCL6,6372,-0.1236855
CXCL8,3576,-0.5728322
CXCL9,4283,-0.2898386
CXCR1,3577,0.2886532
CXCR2,3579,0.3707423
CXCR3,2833,0.6881582
CXCR4,7852,-0.0998178
CXCR5,643,-0.6041596
CXCR6,10663,0.1908589
CXorf21,80231,0.269299
CXorf36,79742,-0.0011334
CXorf40A,91966,0.21836
CXorf40B,541578,0.294295
CXorf56,63932,0.0166468
CXorf57,55086,0.4216579
CXXC1,30827,0.544114
CXXC4,80319,0.439033
CYB561,1534,0.4662157
CYB561D2,11068,0.3332746
CYB5A,1528,0.7839926
CYB5B,80777,-0.0807567
CYB5R1,51706,0.0582225
CYB5R2,51700,0.5753453
CYB5R3,1727,-0.3352374
CYB5R4,51167,-0.0069226
CYBA,1535,-0.2533591
CYBB,1536,0.3240764
CYBRD1,79901,0.4303663
CYC1,1537,0.4066758
CYCS,54205,-0.465912
CYFIP1,23191,-0.0274123
CYFIP2,26999,0.0803985
CYHR1,50626,0.5357801
CYLC1,1538,0.4297942
CYLC2,1539,0.1778419
CYLD,1540,0.5975997
CYP11A1,1583,-0.1590498
CYP11B1,1584,-0.0784822
CYP11B2,1585,0.1887699
CYP17A1,1586,-0.1521816
CYP19A1,1588,0.0559611
CYP1A1,1543,-0.2869344
CYP1A2,1544,-0.3255492
CYP1B1,1545,0.4690351
CYP20A1,57404,-0.5612992
CYP21A2,1589,0.873923
CYP24A1,1591,0.2408413
CYP26A1,1592,0.0650443
CYP26B1,56603,-0.2617797
CYP27A1,1593,0.2293857
CYP27B1,1594,0.2638501
CYP2A13,1553,-0.0572849
CYP2A6,1548,-0.2970741
CYP2A7,1549,-0.0170114
CYP2A7P1,1550,0.6155379
CYP2B6,1555,0.5319861
CYP2B7P,1556,-0.4704797
CYP2C18,1562,0.2059611
CYP2C19,1557,0.1628604
CYP2C8,1558,-0.1207293
CYP2C9,1559,0.2855769
CYP2E1,1571,0.4308623
CYP2F1,1572,0.2298507
CYP2J2,1573,0.2278482
CYP2R1,120227,-0.0134826
CYP2U1,113612,-0.3249905
CYP2W1,54905,0.5730508
CYP39A1,51302,0.1307724
CYP3A4,1576,0.414925
CYP3A43,64816,-0.7326204
CYP3A5,1577,0.498854
CYP3A7,1551,-0.0350288
CYP46A1,10858,0.1932592
CYP4A11,1579,-0.0395652
CYP4A22,284541,0.6128321
CYP4B1,1580,0.3437333
CYP4F11,57834,0.2467329
CYP4F12,66002,0.4454142
CYP4F2,8529,0.0242686
CYP4F3,4051,-0.0893774
CYP4F8,11283,2.2371237
CYP51A1,1595,-0.1192022
CYP7A1,1581,-0.2758612
CYP7B1,9420,-0.0694126
CYR61,3491,-0.5801883
CYSLTR1,10800,-0.0426508
CYSLTR2,57105,0.0860334
CYTH1,9267,-0.3975924
CYTH2,9266,0.2022225
CYTH3,9265,-0.1119819
CYTH4,27128,0.3483044
CYTIP,9595,-0.0309859
CYTL1,54360,0.1306951
DAAM1,23002,-0.4003081
DAAM2,23500,-0.0442238
DAB1,1600,0.2984663
DAB2,1601,-0.2545742
DACH1,1602,-0.1715972
DACT1,51339,-0.1977284
DAD1,1603,-0.1258361
DAG1,1605,0.4735716
DAGLA,747,0.2009443
DAK,26007,0.675891
DALRD3,55152,0.5148578
DAO,1610,0.0111371
DAP,1611,0.0987731
DAP3,7818,0.2413773
DAPK1,1612,0.3162044
DAPK2,23604,0.7080332
DAPK3,1613,-0.1283107
DAPP1,27071,0.301534
DARS,1615,-0.1131009
DARS2,55157,-0.3332207
DAXX,1616,0.507905
DAZAP1,26528,0.3232127
DAZAP2,9802,-0.3930952
DAZL,1618,0.3880348
DBF4,10926,0.2033815
DBF4B,80174,-0.367404
DBH,1621,-0.2240518
DBI,1622,-0.1399883
DBN1,1627,-0.1092013
DBNDD1,79007,-0.3034312
DBP,1628,-0.637602
DBR1,51163,0.3932436
DBT,1629,0.5700408
DCAF10,79269,0.0549169
DCAF11,80344,0.1539155
DCAF13,25879,-0.1828698
DCAF15,90379,0.8629272
DCAF16,54876,-0.3470129
DCAF17,80067,0.0425563
DCAF4,26094,0.0925991
DCAF6,55827,-0.1556588
DCAF7,10238,0.1186277
DCAF8,50717,0.2433807
DCAKD,79877,0.3777176
DCBLD2,131566,-0.1805701
DCC,1630,-0.1816334
DCHS1,8642,-0.3750326
DCHS2,54798,-0.1358315
DCK,1633,0.1992933
DCLK1,9201,-0.2425646
DCLK2,166614,0.3808636
DCLRE1A,9937,0.3271848
DCLRE1B,64858,0.3337545
DCLRE1C,64421,-0.245194
DCN,1634,-0.7940278
DCP1A,55802,-0.2441665
DCP2,167227,-0.4144475
DCPS,28960,0.386403
DCSTAMP,81501,0.5373228
DCT,1638,-0.4395143
DCTD,1635,-0.1065993
DCTN1,1639,0.5498172
DCTN2,10540,-0.2659042
DCTN3,11258,0.3292712
DCTN4,51164,-0.3270522
DCTN5,84516,0.1687342
DCTN6,10671,-0.4552774
DCTPP1,79077,0.6036013
DCUN1D1,54165,0.0409301
DCUN1D2,55208,0.3045397
DCUN1D4,23142,-0.3910794
DCX,1641,0.0343761
DCXR,51181,0.0188491
DDA1,79016,0.3018943
DDAH1,23576,-0.4015858
DDAH2,23564,0.2738893
DDB1,1642,-0.1206242
DDB2,1643,0.3146943
DDC,1644,0.4466431
DDHD2,23259,-0.0142172
DDI2,84301,0.3178119
DDIT3,1649,0.1012235
DDIT4,54541,0.6670366
DDN,23109,0.2640034
DDO,8528,0.6097673
DDOST,1650,0.2646753
DDR1,780,0.0686356
DDR1-AS1,414771,-0.2346977
DDR2,4921,0.4585987
DDRGK1,65992,0.2387636
DDT,1652,-0.1584145
DDX1,1653,-0.2841417
DDX10,1662,0.1257781
DDX11,1663,0.1433538
DDX17,10521,-0.1817604
DDX18,8886,0.1489207
DDX19A,55308,0.1108445
DDX21,9188,-0.1493658
DDX23,9416,0.4124525
DDX24,57062,-0.3549114
DDX25,29118,-0.4906826
DDX27,55661,0.2699025
DDX28,55794,0.385569
DDX31,64794,0.6771774
DDX39A,10212,0.6290046
DDX3X,1654,-0.8318518
DDX3Y,8653,-0.5011385
DDX4,54514,0.3974376
DDX41,51428,0.3673428
DDX42,11325,0.085526
DDX43,55510,-0.3255937
DDX46,9879,0.0133854
DDX47,51202,-0.0346799
DDX49,54555,0.8867124
DDX5,1655,-0.2789008
DDX50,79009,-0.4653646
DDX51,317781,0.0026781
DDX52,11056,-0.2851659
DDX54,79039,0.3520545
DDX56,54606,0.3635095
DDX58,23586,0.1180151
DDX6,1656,0.476523
DDX60,55601,-0.2253429
DEAF1,10522,0.2787891
DECR1,1666,-0.3226503
DECR2,26063,0.3192292
DEDD,9191,0.6415779
DEF6,50619,0.8349465
DEF8,54849,-0.415347
DEFA4,1669,-0.2760351
DEFA5,1670,-0.2311322
DEFA6,1671,-0.0601616
DEFB1,1672,0.1354228
DEFB126,81623,-0.1158824
DEFB4A,1673,-0.353592
DEGS1,8560,-0.3030918
DEK,7913,0.001629
DENND1A,57706,-0.2861697
DENND1B,163486,-0.0960183
DENND1C,79958,0.0392026
DENND2A,27147,0.6548666
DENND2D,79961,0.359255
DENND3,22898,0.3202182
DENND4A,10260,0.3134094
DENND4B,9909,0.2249559
DENND4C,55667,-0.0458761
DENND5A,23258,-0.3288967
DENND5B,160518,0.1848635
DENND6B,414918,-0.4663301
DENR,8562,0.0956561
DEPDC1,55635,-0.495934
DEPDC5,9681,0.5290217
DEPTOR,64798,-0.2863958
DERA,51071,-0.0030357
DERL1,79139,-0.0791975
DERL2,51009,0.1130638
DES,1674,0.1916444
DESI1,27351,0.3340064
DESI2,51029,0.2083867
DET1,55070,0.0861686
DEXI,28955,0.1603266
DFFA,1676,0.1132261
DFFB,1677,0.1769535
DFNA5,1687,0.0912118
DFNB31,25861,0.3183339
DGAT1,8694,0.6266656
DGCR11,25786,0.0400547
DGCR14,8220,0.6756258
DGCR2,9993,0.216647
DGCR5,26220,0.3809169
DGCR6L,85359,0.3152301
DGCR8,54487,0.5605142
DGCR9,25787,0.7484521
DGKA,1606,0.2689232
DGKB,1607,0.2198704
DGKD,8527,0.2597487
DGKE,8526,0.4896628
DGKG,1608,-0.0486825
DGKI,9162,-0.2660375
DGKQ,1609,0.2028608
DGKZ,8525,0.7025694
DGUOK,1716,-0.2522327
DHCR24,1718,0.3059951
DHCR7,1717,0.1665813
DHDDS,79947,0.0530792
DHFR,1719,0.7111483
DHODH,1723,0.5479303
DHPS,1725,0.9784529
DHRS1,115817,0.1739659
DHRS11,79154,0.3874264
DHRS12,79758,0.7812705
DHRS2,10202,0.6577366
DHRS3,9249,0.1280628
DHRS7,51635,-0.1351033
DHRS7B,25979,0.0552178
DHRS9,10170,0.2346975
DHTKD1,55526,0.3637658
DHX15,1665,-0.0997544
DHX16,8449,0.2216592
DHX29,54505,-0.3116818
DHX30,22907,0.5822118
DHX32,55760,-0.1659863
DHX34,9704,0.7373682
DHX35,60625,0.2204172
DHX38,9785,0.1393077
DHX40,79665,-0.032994
DHX57,90957,0.0937454
DHX58,79132,0.6684732
DHX8,1659,1.0377956
DHX9,1660,0.6748331
DIABLO,56616,0.1244214
DIAPH1,1729,0.4922169
DIAPH2,1730,-0.4650125
DIAPH2-AS1,10824,0.3919975
DIAPH3,81624,0.1672694
DICER1,23405,-0.3497801
DIDO1,11083,0.0868134
DIEXF,27042,0.2371873
DIMT1,27292,-0.5081278
DIO1,1733,0.6651096
DIO2,1734,-0.5903538
DIO3,1735,0.2466924
DIP2A,23181,0.0545012
DIP2C,22982,0.240704
DIRAS2,54769,-0.0417563
DIRAS3,9077,0.0205458
DIS3,22894,0.309793
DISC1,27185,0.5414517
DIXDC1,85458,0.1546748
DKC1,1736,0.3878622
DKFZP434A062,26102,-0.1149215
DKFZP434C153,26105,-0.7573603
DKFZP434L187,26082,0.7507584
DKFZP564C152,26120,0.046945
DKFZP586I1420,222161,0.2408702
DKK1,22943,-0.5173196
DKK2,27123,-0.1263691
DKK3,27122,0.7451884
DKK4,27121,-0.0755168
DKKL1,27120,0.1512363
DLAT,1737,-0.3547151
DLC1,10395,0.2509234
DLD,1738,-0.1924688
DLEC1,9940,0.6900734
DLEU1,10301,0.1503611
DLEU2,8847,-0.5989544
DLG1,1739,-0.3846734
DLG2,1740,-0.126748
DLG3,1741,0.2522567
DLG4,1742,0.5118264
DLG5,9231,0.4035607
DLGAP1,9229,0.7270787
DLGAP2,9228,0.0996139
DLGAP4,22839,0.5831399
DLGAP5,9787,0.0950639
DLK1,8788,0.227964
DLK2,65989,0.2675187
DLL3,10683,0.1529346
DLST,1743,0.323827
DLX2,1746,1.8526887
DLX4,1748,-0.5604532
DLX5,1749,1.0775052
DLX6,1750,0.1063151
DMBT1,1755,0.1190277
DMC1,11144,0.2268989
DMD,1756,-0.3088074
DMP1,1758,0.2140287
DMPK,1760,0.2568201
DMRT1,1761,-0.0676052
DMTF1,9988,0.0618836
DMTN,2039,0.0243273
DMWD,1762,0.2141249
DMXL1,1657,0.0000686
DMXL2,23312,-0.0539641
DNA2,1763,0.5824982
DNAAF1,123872,0.2381749
DNAAF2,55172,0.4780859
DNAH17,8632,-0.2119375
DNAH2,146754,-0.4093459
DNAH3,55567,0.1286072
DNAH6,1768,0.1807228
DNAH7,56171,0.0652947
DNAH9,1770,-0.7138651
DNAI1,27019,-0.0284539
DNAI2,64446,0.3508105
DNAJA1,3301,-0.1902322
DNAJA2,10294,0.1358459
DNAJA3,9093,0.2606338
DNAJA4,55466,-0.2846267
DNAJB1,3337,-0.2592453
DNAJB12,54788,0.7675654
DNAJB14,79982,-0.6389641
DNAJB2,3300,0.3599397
DNAJB4,11080,-0.4238921
DNAJB5,25822,0.1487826
DNAJB6,10049,0.3055527
DNAJB9,4189,-0.3117944
DNAJC1,64215,0.3320731
DNAJC10,54431,-0.4570807
DNAJC11,55735,0.1519242
DNAJC12,56521,0.1650569
DNAJC13,23317,0.1219787
DNAJC15,29103,-0.1818446
DNAJC16,23341,-0.3005026
DNAJC17,55192,1.1084096
DNAJC2,27000,-0.2375459
DNAJC22,79962,-0.0876247
DNAJC24,120526,-0.198454
DNAJC28,54943,-0.7819216
DNAJC3,5611,-0.0345014
DNAJC4,3338,0.2834729
DNAJC6,9829,-0.3155811
DNAJC7,7266,0.1892502
DNAJC8,22826,0.3743214
DNAJC9,23234,0.2622333
DNAL4,10126,0.3485133
DNALI1,7802,0.4323819
DNASE1,1773,0.2306596
DNASE1L1,1774,0.1650611
DNASE1L2,1775,0.9206275
DNASE1L3,1776,0.1042011
DNASE2,1777,0.2309558
DNASE2B,58511,-0.2585173
DND1,373863,0.5645884
DNM1,1759,-0.1758475
DNM1L,10059,-0.0852145
DNM2,1785,0.7429302
DNM3,26052,-0.1798547
DNMBP,23268,0.0064381
DNMT1,1786,0.3923461
DNMT3A,1788,0.2718616
DNMT3B,1789,-0.0453504
DNMT3L,29947,0.6402772
DNPEP,23549,0.268624
DNPH1,10591,0.0390251
DNTT,1791,0.2530318
DNTTIP2,30836,-0.3943005
DOC2A,8448,-0.0038765
DOC2B,8447,0.0408119
DOCK1,1793,-0.0778459
DOCK10,55619,-0.3971843
DOCK2,1794,1.0558731
DOCK3,1795,0.2091579
DOCK4,9732,0.0832153
DOCK5,80005,0.4974887
DOCK6,57572,0.7452338
DOCK9,23348,0.8173989
DOHH,83475,0.5583139
DOK1,1796,0.3617828
DOK2,9046,0.3809264
DOK3,79930,0.0610104
DOK4,55715,0.4840951
DOK5,55816,-0.0831336
DOLK,22845,0.1094361
DOLPP1,57171,0.2674804
DONSON,29980,0.2786596
DOPEY1,23033,0.1554855
DOPEY2,9980,0.3343191
DOT1L,84444,0.2942114
DPAGT1,1798,0.1985651
DPEP1,1800,-0.1839281
DPEP2,64174,0.5850069
DPEP3,64180,0.3357765
DPF1,8193,0.169654
DPF2,5977,0.2117783
DPF3,8110,-0.1880354
DPH2,1802,0.0623026
DPH5,51611,0.3214046
DPM1,8813,-0.0773643
DPM2,8818,0.2925211
DPM3,54344,0.249394
DPP3,10072,-0.0831006
DPP4,1803,0.4647954
DPP6,1804,-0.5825442
DPP8,54878,-0.1798518
DPPA4,55211,-0.1711303
DPT,1805,-1.0582565
DPY19L1,23333,-0.5317981
DPY19L1P1,100129460,-0.396062
DPY19L2P2,349152,0.2188773
DPY19L4,286148,-0.0238155
DPYD,1806,-0.1028448
DPYS,1807,0.3707066
DPYSL2,1808,-0.1871695
DPYSL3,1809,-0.5718968
DPYSL4,10570,0.4962475
DR1,1810,-0.5489479
DRAM1,55332,0.1405799
DRAP1,10589,0.5643116
DRD1,1812,0.5428143
DRD2,1813,-0.4562631
DRD3,1814,-0.286647
DRD4,1815,0.2867263
DRD5,1816,0.1218934
DRG1,4733,-0.1154206
DRG2,1819,0.3002593
DRICH1,51233,-0.0423243
DROSHA,29102,0.1948793
DRP2,1821,-0.3568175
DSC1,1823,0.254747
DSC2,1824,-0.4629037
DSC3,1825,-0.3757286
DSCAM,1826,0.7333239
DSCC1,79075,0.2460851
DSCR3,10311,-0.2764964
DSCR4,10281,-0.5807261
DSE,29940,0.1353283
DSG1,1828,0.0681537
DSG2,1829,-0.4552365
DSG3,1830,-0.3099684
DSN1,79980,0.2250157
DSP,1832,-0.3946461
DSPP,1834,1.1537049
DST,667,-0.7682931
DSTN,11034,-0.4498309
DSTNP2,171220,0.2125591
DSTYK,25778,0.3043516
DTL,51514,0.1500321
DTNA,1837,-0.577918
DTNB,1838,0.3377359
DTWD1,56986,-0.0003912
DTX2,113878,0.5449925
DTX3,196403,0.4876125
DTX4,23220,0.2069819
DTYMK,1841,0.661001
DUOX1,53905,0.4559931
DUOX2,50506,0.3864209
DUS1L,64118,0.2777533
DUS2,54920,0.1792116
DUS4L,11062,0.4422068
DUSP1,1843,-1.3932777
DUSP10,11221,0.3439969
DUSP11,8446,-0.204363
DUSP12,11266,-0.2471104
DUSP13,51207,-0.1743605
DUSP14,11072,-0.4301211
DUSP2,1844,-1.0742014
DUSP21,63904,0.2741267
DUSP22,56940,0.111368
DUSP26,78986,-0.0104002
DUSP3,1845,-0.8432722
DUSP4,1846,0.1543061
DUSP5,1847,-0.2243845
DUSP6,1848,-0.6762424
DUSP7,1849,0.1293002
DUSP8,1850,-0.0469191
DUSP9,1852,0.0161048
DUT,1854,0.2706709
DUX1,26584,0.3635758
DUX4L8,26583,-0.2603356
DVL1,1855,0.1626481
DVL2,1856,0.548328
DVL3,1857,-0.4079579
DXO,1797,0.3305743
DYM,54808,0.0484337
DYNC1H1,1778,0.2549342
DYNC1I1,1780,-0.4396424
DYNC1I2,1781,0.0773795
DYNC1LI1,51143,-0.1335921
DYNC1LI2,1783,-0.1828101
DYNC2H1,79659,-0.2647218
DYNC2LI1,51626,-0.5679747
DYNLL1,8655,-0.1206563
DYNLRB1,83658,-0.0284334
DYNLT1,6993,-0.1119819
DYNLT3,6990,-0.3241315
DYRK1A,1859,0.7701734
DYRK1B,9149,0.6151795
DYRK2,8445,-0.3517829
DYRK3,8444,-0.2157484
DYRK4,8798,0.3417357
DYSF,8291,-0.0877271
DZANK1,55184,0.1647311
DZIP1,22873,0.2737797
DZIP3,9666,-0.0849526
E2F1,1869,0.6330328
E2F2,1870,-0.7958825
E2F3,1871,0.2905369
E2F4,1874,-0.2348784
E2F5,1875,-0.6860645
E2F6,1876,0.0278586
E2F8,79733,0.111102
E4F1,1877,0.4809066
EAF2,55840,-0.1220773
EAPP,55837,0.0614682
EBAG9,9166,0.408805
EBF2,64641,-0.1866729
EBI3,10148,-0.0168595
EBLN2,55096,0.6588666
EBNA1BP2,10969,0.118306
EBP,10682,0.6094128
ECD,11319,-0.4149874
ECE1,1889,0.5287573
ECE2,9718,-0.1091131
ECEL1,9427,-0.4419462
ECH1,1891,0.1502755
ECHDC1,55862,-0.2196306
ECHDC2,55268,0.2221518
ECHDC3,79746,0.1867777
ECHS1,1892,0.3621709
ECI1,1632,0.5286214
ECI2,10455,0.0487442
ECM1,1893,0.180588
ECM2,1842,-0.5540952
ECSIT,51295,0.5182621
ECT2,1894,0.084903
EDA,1896,0.7052936
EDA2R,60401,0.3733897
EDAR,10913,-0.1425402
